id,full_name,phone_number,birth_date,auth_id,created_at,updated_at,deleted_at,nick_name,avatar,gender
c4ea4eaa-0969-4b09-93af-c27239bcb897,Raleigh Aufderhar,,2002-04-16,1ba226a3-fcf3-43ea-bfa2-1c8d66493c9e,2024-06-23 14:22:56.603443+00:00,2024-06-23 14:22:56.603443+00:00,,,,choose
2aab6096-7822-4619-b11f-a06af4a82f43,Mr. Jessia Quigley,,0001-01-01,139abb04-2901-445c-9001-e3846470f84a,2024-06-23 18:27:13.006755+00:00,2024-06-23 18:27:13.006755+00:00,,,,choose
8855bad2-da50-4dbe-ba2d-fc34c60a33b5,Wilburn Champlin,,0001-01-01,9e560b32-2004-483e-9e98-a44a11ebac98,2024-06-23 18:32:37.292416+00:00,2024-06-23 18:32:37.292416+00:00,,,,choose
2bd9e68d-2a30-4292-b1de-1606a815c80f,Bret Upton,,0001-01-01,c117da6f-7498-484f-b5be-dfa006e8064b,2024-06-23 18:38:37.266920+00:00,2024-06-23 18:38:37.266920+00:00,,,,choose
0b31cd32-0af8-4dac-a1e7-169a117ed3c4,Dr. Oren Lebsack,,0001-01-01,5b263680-1d9a-415e-8c70-a150576ad271,2024-06-23 18:39:47.945801+00:00,2024-06-23 18:39:47.945801+00:00,,,,choose
6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,Irvan Surya,,0001-01-01,fc562cba-bfa5-4f37-b6e6-fa27b6416e3d,2024-06-23 18:10:40.656417+00:00,2024-06-23 19:39:41.304998+00:00,,,,choose
df275b54-6f57-4dd4-8534-97e67f2fd671,Annmarie Schmeler,,0001-01-01,56a78c79-a12a-4340-9ca1-4d6f4b41fd5a,2024-06-23 21:52:58.338821+00:00,2024-06-23 21:52:58.338821+00:00,,,,choose
ed50fac7-a966-4fcc-8c33-c87f8cc9e481,Mrs. Hanna Skiles,,0001-01-01,72d01ac1-90c8-4d92-b566-ee514e5f8266,2024-06-23 22:03:57.853322+00:00,2024-06-23 22:03:57.853322+00:00,,,,choose
2ad76834-1326-4c3b-babd-79a2a0329d90,Breann Bashirian,,0001-01-01,95efd75a-845e-4804-a8b1-5ba464bf3584,2024-06-23 22:05:09.171022+00:00,2024-06-23 22:05:09.171022+00:00,,,,choose
8349522d-9b3c-494a-981e-d1fd316a0b4e,Abraham Bailey,,0001-01-01,bb5faf16-67e6-4c2f-890f-68c201d07920,2024-06-23 22:56:18.368234+00:00,2024-06-23 22:56:18.368234+00:00,,,,choose
1f3cd886-e79d-4b8e-bbc1-c7704bd68c99,Milford Schoen,,0001-01-01,4ee70bec-272c-43eb-ae8e-1a5c0fd6dd00,2024-06-23 23:12:28.790204+00:00,2024-06-23 23:12:28.790204+00:00,,,,choose
